rmsefitted2
2.007454297978122
2.0588157926065946
1.9058977055861739
1.9773307170755474
1.9943067179494867
1.9341496160101126
2.064133124622609
2.080801547756938
1.9871168185850345
1.863094081212056
1.9191177178746697
1.997669189971268
1.8570673852041923
2.081516931979355
2.1275030641916874
2.005273287074903
1.9766203253981176
1.8734098859768675
2.023419103777502
1.9735891629530589
1.9637675772209577
1.9260832975884379
1.911082808389502
1.9308132207145037
1.9227350678247046
1.9853752928925201
1.888312489999765
2.0465800526518927
